username,visited,nomadlist_recommends
@sanjuverm,"['Amsterdam,  Netherlands', 'Amsterdam,  Netherlands']","['Bangkok, Thailand', 'Lisbon, Portugal', 'Barcelona, Spain', 'Budapest, Hungary', 'Berlin, Germany', 'Prague, Czechia', 'Madrid, Spain', 'Istanbul, Turkey']"
@janbina,"['Azores,  Portugal', 'Prague,  Czechia', 'Helsinki,  Finland', 'Sölden,  Austria', 'Sölden,  Austria', 'Helsingborg,  Sweden', 'Copenhagen,  Denmark']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Lisbon, Portugal', 'Barcelona, Spain', 'Athens, Greece', 'Budapest, Hungary', 'Berlin, Germany', 'Amsterdam, Netherlands']"
@geo_care,"['Puerto Viejo,  Costa Rica', 'Playa del Carmen,  Mexico', 'Romania,  Romania', 'Lidk�ping, ', 'Ubud, Bali,  Indonesia']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Medellín, Colombia', 'Lisbon, Portugal', 'Kuala  Lumpur, Malaysia', 'Barcelona, Spain', 'Mexico  City, Mexico', 'Canggu, Indonesia']"
@alexsmn,"['Medellín,  Colombia', 'Madeira,  Portugal', 'Machico beach,  Portugal', 'Madrid,  Spain', 'Berlin,  Germany', 'Istanbul,  Turkey']","['Bangkok, Thailand', 'Lisbon, Portugal', 'Barcelona, Spain', 'Mexico  City, Mexico', 'Budapest, Hungary', 'Prague, Czechia', 'Munich, Germany', 'Amsterdam, Netherlands']"
@duncanb,"['Valencia,  Spain', 'Lisbon,  Portugal']","['Bangkok, Thailand', 'Barcelona, Spain', 'Athens, Greece', 'Budapest, Hungary', 'Berlin, Germany', 'Prague, Czechia', 'Amsterdam, Netherlands', 'Madrid, Spain']"
@kristianlin,"['Vancouver,  Canada']","['Bangkok, Thailand', 'Lisbon, Portugal', 'Barcelona, Spain', 'Berlin, Germany', 'Amsterdam, Netherlands', 'Madrid, Spain', 'New  City, France']"
@mariavb,"['London,  United Kingdom', 'Cartagena,  Colombia']","['Bangkok, Thailand', 'Medellín, Colombia', 'Lisbon, Portugal', 'Barcelona, Spain', 'Mexico  City, Mexico', 'Tokyo, Japan', 'Budapest, Hungary', 'Berlin, Germany']"
@marcusrjones,"['Wollongong,  Australia', 'Ubud, Bali,  Indonesia']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Lisbon, Portugal', 'Kuala  Lumpur, Malaysia', 'Barcelona, Spain', 'Canggu, Indonesia', 'Tokyo, Japan', 'Berlin, Germany']"
@chrisbonwi,"['Belfast,  United Kingdom', 'Tampa, FL,  United States', 'Belfast,  United Kingdom', 'Las Vegas, NV,  United States', 'Belfast,  United Kingdom', 'Las Vegas, NV,  United States', 'Belfast,  United Kingdom', 'Brighton,  United Kingdom', 'Canterbury,  United Kingdom', 'Munich,  Germany', 'Frankfurt,  Germany', 'Las Vegas, NV,  United States', 'Belfast,  United Kingdom', 'London,  United Kingdom', 'Las Vegas, NV,  United States', 'Canterbury,  United Kingdom']","['Bangkok, Thailand', 'Buenos  Aires, Argentina', 'Lisbon, Portugal', 'Barcelona, Spain', 'Tokyo, Japan', 'Budapest, Hungary', 'Berlin, Germany', 'Prague, Czechia']"
@dlc86,"['Mexico City,  Mexico', 'Amsterdam,  Netherlands', 'Brasov,  Romania', 'Bucharest,  Romania', 'Prague,  Czechia', 'Zurich,  Switzerland', 'Kuta, Bali,  Indonesia', 'Dubai,  United Arab Emirates', 'Barbados, ', 'Singapore,  Singapore', 'Kuala Lumpur,  Malaysia', 'Siem Reap,  Cambodia', 'Bangkok,  Thailand', 'Chiang Mai,  Thailand', 'Phuket,  Thailand', 'Singapore,  Singapore']","['Medellín, Colombia', 'Lisbon, Portugal', 'Canggu, Indonesia', 'Tokyo, Japan', 'Hong  Kong, Hungary', 'Budapest, Germany', 'Berlin, Portugal']"
@vconde,"['Berlin,  Germany', 'Porto,  Portugal', 'Lisbon,  Portugal', 'Berlin,  Germany', 'Budapest,  Hungary', 'Berlin,  Germany']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Barcelona, Spain', 'Athens, Greece', 'Prague, Czechia', 'Munich, Germany', 'Amsterdam, Netherlands', 'Madrid, Spain']"
@coelhoigor,"['Tokyo,  Japan', 'Busan,  South Korea', 'Tokyo,  Japan', 'Mito,  Japan', 'Sapporo,  Japan', 'Mito,  Japan', 'Bangkok,  Thailand', 'Tbilisi,  Georgia', 'Göreme National Park,  Türkiye', 'Tbilisi,  Georgia', 'Athens,  Greece', 'Brasilia,  Brazil', 'Joao Pessoa,  Brazil', 'Brasilia,  Brazil', 'Buenos Aires,  Argentina', 'Santiago,  Chile']","['Chiang  Mai, Thailand', 'Lisbon, Portugal', 'Kuala  Lumpur, Malaysia', 'Barcelona, Spain', 'Mexico  City, Mexico', 'Hong  Kong, Hungary', 'Budapest, Germany']"
@tgenman,"['Phuket,  Thailand', 'Istanbul,  Turkey', 'Ufa,  Russia', 'Saint Petersburg,  Russia', 'Ufa,  Russia', 'Moscow,  Russia', 'Antalya,  Turkey', 'Saint Petersburg,  Russia']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Lisbon, Portugal', 'Kuala  Lumpur, Malaysia', 'Barcelona, Spain', 'Budapest, Hungary', 'Berlin, Germany', 'Prague, Czechia']"
@zward05,"['Mexico City,  Mexico']","['Bangkok, Thailand', 'Buenos  Aires, Argentina', 'Medellín, Colombia', 'Lisbon, Portugal', 'Barcelona, Spain', 'Berlin, Germany', 'Amsterdam, Netherlands', 'Istanbul, Turkey']"
@sofiapoveda,"['Milan,  Italy', 'Madrid,  Spain']","['Bangkok, Thailand', 'Lisbon, Portugal', 'Barcelona, Spain', 'Mexico  City, Mexico', 'Budapest, Hungary', 'Berlin, Germany', 'Prague, Czechia', 'Amsterdam, Netherlands']"
@grahamcurry,"['Lisbon,  Portugal', 'Belfast,  United Kingdom']","['Bangkok, Thailand', 'Barcelona, Spain', 'Budapest, Hungary', 'Berlin, Germany', 'Prague, Czechia', 'Amsterdam, Netherlands', 'Madrid, Spain', 'Porto, Portugal']"
@jj25999,"['Lagos,  Portugal']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Lisbon, Portugal', 'Barcelona, Spain', 'Budapest, Hungary', 'Berlin, Germany', 'Prague, Czechia', 'Amsterdam, Netherlands']"
@jeffreytrull,"['Portland, OR,  United States', 'Amsterdam,  Netherlands', 'Brussels,  Belgium', 'Berlin,  Germany', 'Gdansk,  Poland', 'Warsaw,  Poland', 'Kraków,  Poland', 'New Zealand,  New Zealand', 'Medellín,  Colombia', 'Boston, MA,  United States', 'Medellín,  Colombia', 'Austin,  United States', 'Portland,  United States', 'Denver,  United States']","['Bangkok, Thailand', 'Buenos  Aires, Argentina', 'Lisbon, Portugal', 'Barcelona, Spain', 'Mexico  City, Mexico', 'Budapest, Hungary', 'Prague, Czechia', 'Munich, Germany']"
@lukecatledge,"['Buenos Aires,  Argentina']","['Bangkok, Thailand', 'Medellín, Colombia', 'Lisbon, Portugal', 'Barcelona, Spain', 'Mexico  City, Mexico', 'Berlin, Germany', 'Amsterdam, Netherlands', 'Madrid, Spain']"
@klauss,"['London,  United Kingdom', 'Ho Chi Minh City,  Vietnam']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Lisbon, Portugal', 'Kuala  Lumpur, Malaysia', 'Barcelona, Spain', 'Tokyo, Japan', 'Budapest, Hungary', 'Berlin, Germany']"
@alexisb,"['Budapest,  Hungary', 'Lisbon,  Portugal', 'Budapest,  Hungary', 'Prague,  Czechia', 'Riga,  Latvia', 'Vilnius,  Lithuania', 'Tallinn,  Estonia', 'Berlin,  Germany']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Barcelona, Spain', 'Athens, Greece', 'Helsinki, Finland', 'Munich, Germany', 'Amsterdam, Netherlands', 'Madrid, Spain']"
@jeraldcrowser,"['Bansko,  Bulgaria', 'Amsterdam,  Netherlands', 'Tirana,  Albania', 'Amsterdam,  Netherlands', 'Seattle, WA,  United States', 'Mexico City,  Mexico', 'Mexico City,  Mexico', 'Tulum,  Mexico']","['Bangkok, Thailand', 'Medellín, Colombia', 'Lisbon, Portugal', 'Barcelona, Spain', 'Budapest, Hungary', 'Berlin, Germany', 'Prague, Czechia', 'Madrid, Spain']"
@yash6ix,"['Buenos Aires,  Argentina', 'São Paulo,  Brazil', 'San Francisco, CA,  United States', 'Toronto,  Canada', 'Medellín,  Colombia', 'Buenos Aires,  Argentina', 'Cancun,  Mexico', 'Playa del Carmen,  Mexico', 'Mexico City,  Mexico', 'Cancun,  Mexico', 'Rio de Janeiro,  Brazil', 'Florianopolis,  Brazil', 'São Paulo,  Brazil', 'Bogota,  Colombia', 'Mexico City,  Mexico', 'Toronto,  Canada']","['Bangkok, Thailand', 'Lisbon, Portugal', 'Barcelona, Spain', 'Tokyo, Japan', 'Berlin, Germany', 'Amsterdam, Netherlands', 'Madrid, Spain', 'Istanbul, Turkey']"
@noface,"['Bangkok,  Thailand']","['Chiang  Mai, Thailand', 'Lisbon, Portugal', 'Kuala  Lumpur, Malaysia', 'Barcelona, Spain', 'Canggu, Indonesia', 'Tokyo, Japan', 'Hong  Kong, Germany']"
@alexeysmirnov,"['Phuket,  Thailand']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Lisbon, Portugal', 'Kuala  Lumpur, Malaysia', 'Barcelona, Spain', 'Canggu, Indonesia', 'Hong  Kong, Germany']"
@ricardomartins,"['Malaga,  Spain', 'Bordeaux,  France', 'Lisbon,  Portugal', 'Bordeaux,  France', 'Venice,  Italy', 'Lecce,  Italy', 'Monopoli,  Italy', 'Bari,  Italy', 'Brindisi,  Italy', 'Sliema,  Malta', 'Nice,  France', 'Valencia,  Spain', 'Seville,  Spain', 'Bordeaux,  France', 'Lyon,  France', 'Lisbon,  Portugal']","['Bangkok, Thailand', 'Barcelona, Spain', 'Athens, Greece', 'Budapest, Hungary', 'Berlin, Germany', 'Prague, Czechia', 'Amsterdam, Netherlands', 'Madrid, Spain']"
@codepreneur,"['Malaga,  Spain', 'London,  United Kingdom', 'Edinburgh,  United Kingdom', 'New York City, NY,  United States', 'London,  United Kingdom', 'Copenhagen,  Denmark']","['Bangkok, Thailand', 'Lisbon, Portugal', 'Barcelona, Spain', 'Mexico  City, Mexico', 'Tokyo, Japan', 'Budapest, Hungary', 'Berlin, Germany', 'Prague, Czechia']"
@thexplorer,"['Barcelona,  Spain']","['Bangkok, Thailand', 'Lisbon, Portugal', 'Budapest, Hungary', 'Berlin, Germany', 'Prague, Czechia', 'Amsterdam, Netherlands', 'Madrid, Spain', 'Porto, Portugal']"
@vadpik,"['Berlin,  Germany']","['Bangkok, Thailand', 'Lisbon, Portugal', 'Barcelona, Spain', 'Budapest, Hungary', 'Prague, Czechia', 'Munich, Germany', 'Amsterdam, Netherlands', 'Madrid, Spain']"
@sheppyandsharon,"['Berlin,  Germany']","['Bangkok, Thailand', 'Lisbon, Portugal', 'Barcelona, Spain', 'Budapest, Hungary', 'Prague, Czechia', 'Munich, Germany', 'Amsterdam, Netherlands', 'Madrid, Spain']"
@bkinsey808,"['New York City, NY,  United States', 'Worcester, VT,  United States', 'Honolulu, Hawaii,  United States']","['Bangkok, Thailand', 'Lisbon, Portugal', 'Barcelona, Spain', 'Mexico  City, Mexico', 'Tokyo, Japan', 'Budapest, Hungary', 'Berlin, Germany', 'Prague, Czechia']"
@chiisi,"['Chiang Mai,  Thailand', 'San Francisco, CA,  United States', 'London,  United Kingdom', 'Konstanz,  Germany', 'Barcelona,  Spain', 'Istanbul,  Turkey', 'Lisbon,  Portugal', 'Bangkok,  Thailand', 'Ko Pha Ngan,  Thailand', 'Phuket,  Thailand']","['Kuala  Lumpur, Malaysia', 'Canggu, Indonesia', 'Tokyo, Japan', 'Hong  Kong, Hungary', 'Budapest, Germany', 'Berlin, Czechia', 'Prague, Netherlands']"
@kalashnikau,"['Wrocław,  Poland', 'Ureki,  Georgia', 'Vienna,  Austria', 'Mallorca,  Spain', 'Wrocław,  Poland', 'Gdansk,  Poland', 'Gdynia,  Poland', 'Wrocław,  Poland', 'Adršpach,  Czechia', 'Wrocław,  Poland', 'Arendsee,  Germany', 'Schwerin,  Germany', 'Arendsee,  Germany', 'Wismar,  Germany', 'Rerik,  Germany', 'Lüneburg,  Germany']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Athens, Greece', 'Tokyo, Japan', 'Budapest, Hungary', 'Helsinki, Finland', 'Tbilisi, Georgia', 'Munich, Germany']"
@anthonyyb,"['Taghazout,  Morocco', 'Milan,  Italy', 'Budapest,  Hungary', 'Istanbul,  Turkey', ""Jeffrey's Bay,  South Africa"", 'Campeche,  Brazil', 'Orléans,  France', 'Paris,  France', 'Rouen,  France', 'Gran Canaria, Canary Islands,  Spain', 'Essaouira,  Morocco', 'Sal,  Cape Verde', 'Taghazout,  Morocco', 'Gran Canaria, Canary Islands,  Spain', 'Fuerteventura, Canary Islands,  Spain', 'Madrid,  Spain']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Kuala  Lumpur, Malaysia', 'Barcelona, Spain', 'Tokyo, Japan', 'Berlin, Germany', 'Prague, Czechia', 'Tbilisi, Georgia']"
@yucelfaruksahan,"['Istanbul,  Turkey', 'Warsaw,  Poland']","['Bangkok, Thailand', 'Lisbon, Portugal', 'Kuala  Lumpur, Malaysia', 'Barcelona, Spain', 'Kraków, Poland', 'Budapest, Hungary', 'Berlin, Germany', 'Prague, Czechia']"
@danilodiasr,"['Berlin,  Germany']","['Bangkok, Thailand', 'Lisbon, Portugal', 'Barcelona, Spain', 'Budapest, Hungary', 'Prague, Czechia', 'Munich, Germany', 'Amsterdam, Netherlands', 'Madrid, Spain']"
@alexglv,"['Paris,  France', 'Chiang Mai,  Thailand', 'Bangkok,  Thailand', 'Lagrange,  United States', 'Lisbon,  Portugal', 'Paris,  France', 'Seoul,  South Korea', 'Paris,  France', 'Tenerife, Canary Islands,  Spain', 'Paris,  France']","['Kuala  Lumpur, Malaysia', 'Barcelona, Spain', 'Tokyo, Japan', 'Budapest, Hungary', 'Berlin, Germany', 'Prague, Czechia', 'Amsterdam, Netherlands', 'Madrid, Spain']"
@demin,"['Batumi,  Georgia', 'Budapest,  Hungary', 'Belgrade,  Serbia', 'Rome,  Italy', 'Barcelona,  Spain', 'Budapest,  Hungary', 'Batumi,  Georgia', 'Istanbul,  Turkey', 'São Paulo,  Brazil', 'Santiago,  Chile', 'São Paulo,  Brazil', 'Istanbul,  Turkey', 'Batumi,  Georgia', 'Zurich,  Switzerland', 'Batumi,  Georgia', 'Vienna,  Austria']","['Bangkok, Thailand', 'Lisbon, Portugal', 'Kuala  Lumpur, Malaysia', 'Athens, Greece', 'Prague, Czechia', 'Amsterdam, Netherlands', 'Madrid, Spain', 'Porto, Portugal']"
@ronin007,"['Bangkok,  Thailand']","['Chiang  Mai, Thailand', 'Lisbon, Portugal', 'Kuala  Lumpur, Malaysia', 'Barcelona, Spain', 'Canggu, Indonesia', 'Tokyo, Japan', 'Hong  Kong, Germany']"
@teganf,"['Seoul,  South Korea', 'Tokyo,  Japan', 'Osaka,  Japan', 'Hong Kong,  Hong Kong']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Lisbon, Portugal', 'Kuala  Lumpur, Malaysia', 'Barcelona, Spain', 'Berlin, Germany', 'Amsterdam, Netherlands']"
@localjo,"['Genoa,  Italy', 'Ko Pha Ngan,  Thailand', 'Cape Town,  South Africa', 'Athens,  Greece', 'Budapest,  Hungary', 'Lisbon,  Portugal', 'Barcelona,  Spain', 'Budapest,  Hungary', 'Bansko,  Bulgaria', 'Budapest,  Hungary', 'Split,  Croatia', 'Akron,  United States', 'Cabarete,  Dominican Republic', 'Akron,  United States', 'Las Vegas, NV,  United States', 'Akron,  United States']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Kuala  Lumpur, Malaysia', 'Mexico  City, Mexico', 'Berlin, Germany', 'Prague, Czechia', 'Amsterdam, Netherlands', 'Madrid, Spain']"
@richyrich,"['Kraków,  Poland', 'Dusseldorf,  Germany', 'Florianopolis,  Brazil', 'Curitiba,  Brazil']","['Bangkok, Thailand', 'Buenos  Aires, Argentina', 'Lisbon, Portugal', 'Barcelona, Spain', 'Warsaw, Poland', 'Budapest, Hungary', 'Berlin, Germany', 'Prague, Czechia']"
@pnodet,"['Bangkok,  Thailand', 'Canggu, Bali,  Indonesia', 'Phnom Penh,  Cambodia', 'Ho Chi Minh City,  Vietnam', 'Phuket,  Thailand', 'Penang,  Malaysia', 'Kuala Lumpur,  Malaysia', 'Paris,  France', 'Melbourne,  Australia']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Lisbon, Portugal', 'Barcelona, Spain', 'Canggu, Indonesia', 'Tokyo, Japan', 'Hong  Kong, Hungary']"
@acbarron,"['Chiang Mai,  Thailand']","['Bangkok, Thailand', 'Lisbon, Portugal', 'Kuala  Lumpur, Malaysia', 'Barcelona, Spain', 'Canggu, Indonesia', 'Tokyo, Japan', 'Hong  Kong, Hungary']"
@mattattalla,"['Honolulu, Hawaii,  United States', 'Los Angeles, CA,  United States', 'Tampa, FL,  United States', 'Orlando, FL,  United States', 'Los Angeles, CA,  United States', 'Las Vegas, NV,  United States', 'Los Angeles, CA,  United States', 'Tampa, FL,  United States', 'Mexico City,  Mexico', 'Puerto Vallarta,  Mexico']","['Bangkok, Thailand', 'Buenos  Aires, Argentina', 'Medellín, Colombia', 'Lisbon, Portugal', 'Barcelona, Spain', 'Tokyo, Japan', 'Berlin, Germany', 'Amsterdam, Netherlands']"
@marcusa,"['Medellín,  Colombia', 'Playa del Carmen,  Mexico', 'Tulum,  Mexico', 'Medellín,  Colombia', 'Guadalajara,  Mexico', 'Mexico City,  Mexico', 'San Miguel de Allende,  Mexico', 'Guadalajara,  Mexico', 'Sayulita,  Mexico', 'Punta De Mita,  Mexico', 'San Diego, CA,  United States', 'Guadalajara,  Mexico', 'Miami, FL,  United States', 'Guadalajara,  Mexico', 'Seoul,  South Korea', 'El Nido,  Philippines']","['Bangkok, Thailand', 'Buenos  Aires, Argentina', 'Lisbon, Portugal', 'Barcelona, Spain', 'Canggu, Indonesia', 'Hong  Kong, Hungary', 'Budapest, Netherlands']"
@stazpoe,"['Whistler,  Canada', 'Banff,  Canada', 'San Francisco, CA,  United States', 'Puerto Escondido,  Mexico', 'Oaxaca,  Mexico', 'Mexico City,  Mexico']","['Bangkok, Thailand', 'Buenos  Aires, Argentina', 'Medellín, Colombia', 'Lisbon, Portugal', 'Barcelona, Spain', 'Tokyo, Japan', 'Berlin, Germany', 'Amsterdam, Netherlands']"
@lpcochofel,"['Valencia,  Spain', 'Azores,  Portugal', 'Yucatán,  Mexico', 'Luanda,  Angola']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Lisbon, Portugal', 'Barcelona, Spain', 'Athens, Greece', 'Budapest, Hungary', 'Berlin, Germany', 'Prague, Czechia']"
@marieb,"['Manila,  Philippines', 'New York City, NY,  United States', 'Munich,  Germany', 'Salzburg,  Austria', 'Watzmann Therme Berchtesgaden,  Germany', 'Grainau,  Germany', 'Schwangau,  Germany', 'Munich,  Germany', 'Paris,  France', 'Chérence,  France', 'Étretat,  France', 'Honfleur,  France', 'Mont Saint Michel Abbey,  France', 'Dinard,  France', 'Saint-Malo,  France', 'San Francisco, CA,  United States']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Lisbon, Portugal', 'Kuala  Lumpur, Malaysia', 'Barcelona, Spain', 'Mexico  City, Mexico', 'Tokyo, Japan', 'Berlin, Germany']"
@yury,"['Almaty,  Kazakhstan']","['Bangkok, Thailand', 'Lisbon, Portugal', 'Kuala  Lumpur, Malaysia', 'Barcelona, Spain', 'Hong  Kong, Czechia', 'Prague, Georgia', 'Tbilisi, Netherlands']"
@gregoirejohnb,"['London,  United Kingdom', 'Florence,  Italy', 'Amsterdam,  Netherlands', 'Malaga,  Spain', 'Amalfi,  Italy', 'Rome,  Italy', 'Seville,  Spain', 'Minneapolis, MN,  United States', 'Viña del Mar,  Chile']","['Bangkok, Thailand', 'Lisbon, Portugal', 'Barcelona, Spain', 'Athens, Greece', 'Tokyo, Japan', 'Budapest, Hungary', 'Berlin, Germany', 'Prague, Czechia']"
@gdaniel,"['Tokyo,  Japan', 'San Francisco, CA,  United States']","['Bangkok, Thailand', 'Lisbon, Portugal', 'Barcelona, Spain', 'Mexico  City, Mexico', 'Berlin, Germany', 'Amsterdam, Netherlands']"
@jpedro,"['Madeira,  Portugal', 'Denpasar, Bali,  Indonesia']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Lisbon, Portugal', 'Kuala  Lumpur, Malaysia', 'Barcelona, Spain', 'Gran  Canaria, Spain', 'Budapest, Hungary', 'Berlin, Germany']"
@0zz1,"['Da Nang,  Vietnam']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Lisbon, Portugal', 'Kuala  Lumpur, Malaysia', 'Barcelona, Spain', 'Canggu, Indonesia', 'Tokyo, Japan', 'Ubud, Indonesia']"
@braveenk,"['Playa del Carmen,  Mexico']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Buenos  Aires, Argentina', 'Medellín, Colombia', 'Lisbon, Portugal', 'Barcelona, Spain', 'Mexico  City, Mexico', 'Berlin, Germany']"
@dialnco,"['Santiago,  Chile', 'Buenos Aires,  Argentina', 'Santiago,  Chile', 'Pucón,  Chile', 'Santiago,  Chile', 'Mexico City,  Mexico', 'Santiago,  Chile', 'New York City, NY,  United States', 'Santiago,  Chile', 'Bogota,  Colombia', 'Santiago,  Chile', 'Punta del Este,  Uruguay', 'Santiago,  Chile', 'Buenos Aires,  Argentina', 'Santiago,  Chile', 'Beijing,  China']","['Bangkok, Thailand', 'Medellín, Colombia', 'Lisbon, Portugal', 'Barcelona, Spain', 'Tokyo, Japan', 'Berlin, Germany', 'Amsterdam, Netherlands', 'Madrid, Spain']"
@vvictorazzo,"['Arugam Bay,  Sri Lanka', 'Shanghai,  China', 'Sri Lanka, ', 'Guangzhou,  China', 'Hong Kong,  Hong Kong', 'São Paulo,  Brazil', 'Tenerife, Canary Islands,  Spain', 'Alanya,  Turkey', 'Manchester,  United Kingdom', 'Taghazout,  Morocco', 'Ericeira,  Portugal', 'Cabarete,  Dominican Republic', 'Mallorca,  Spain', 'Dublin,  Ireland', 'Florence,  Italy', 'Cologne,  Germany']","['Bangkok, Thailand', 'Buenos  Aires, Argentina', 'Lisbon, Portugal', 'Kuala  Lumpur, Malaysia', 'Barcelona, Spain', 'Budapest, Hungary', 'Berlin, Germany', 'Prague, Czechia']"
@ianagerasymenko,"['Cologne,  Germany', 'Singapore,  Singapore', 'Hong Kong,  Hong Kong', 'Singapore,  Singapore', 'Munich,  Germany', 'Zermatt,  Switzerland', 'Cologne,  Germany', 'Amsterdam,  Netherlands', 'Singapore,  Singapore', 'Kufstein,  Austria', 'Singapore,  Singapore', 'Zurich,  Switzerland', 'Oludeniz,  Turkey', 'Cologne,  Germany', 'Singapore,  Singapore', 'Lucerne,  Switzerland']","['Chiang  Mai, Thailand', 'Lisbon, Portugal', 'Kuala  Lumpur, Malaysia', 'Barcelona, Spain', 'Mexico  City, Mexico', 'Canggu, Indonesia', 'Budapest, Hungary', 'Prague, Czechia']"
@kristjans,"['Malta, ', 'Lisbon,  Portugal', 'Three Peaks,  Italy', 'Ljubljana,  Slovenia', 'Amsterdam,  Netherlands', 'Luxembourg,  Luxembourg', 'Brussels,  Belgium', 'Constanta,  Romania', 'Bucharest,  Romania', 'Ljubljana,  Slovenia', 'Glasgow,  United Kingdom', 'Edinburgh,  United Kingdom', 'London,  United Kingdom', 'Ljubljana,  Slovenia', 'Zurich,  Switzerland', 'Ljubljana,  Slovenia']","['Chiang  Mai, Thailand', 'Kuala  Lumpur, Malaysia', 'Barcelona, Spain', 'Canggu, Indonesia', 'Tokyo, Japan', 'Hong  Kong, Hungary', 'Budapest, Germany']"
@wanderer_999,"['Chiang Mai,  Thailand', 'Bangkok,  Thailand']","['Lisbon, Portugal', 'Kuala  Lumpur, Malaysia', 'Barcelona, Spain', 'Canggu, Indonesia', 'Tokyo, Japan', 'Hong  Kong, Hungary', 'Budapest, Germany']"
@genied,"['Paris,  France', 'Split,  Croatia', 'Dubrovnik,  Croatia', 'London,  United Kingdom']","['Bangkok, Thailand', 'Lisbon, Portugal', 'Barcelona, Spain', 'Athens, Greece', 'Tokyo, Japan', 'Budapest, Hungary', 'Berlin, Germany', 'Prague, Czechia']"
@christritton,"['Medellín,  Colombia', 'London,  United Kingdom', 'Cape Town,  South Africa', 'Johannesburg,  South Africa', 'Tirana,  Albania', 'Almaty,  Kazakhstan', 'Inverness,  United Kingdom', 'London,  United Kingdom', 'Cape Town,  South Africa', 'Paris,  France', 'Prague,  Czechia', 'Olomouc,  Czechia', 'Prague,  Czechia', 'Tenerife, Canary Islands,  Spain', 'Gran Canaria, Canary Islands,  Spain', 'Cape Town,  South Africa']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Lisbon, Portugal', 'Kuala  Lumpur, Malaysia', 'Barcelona, Spain', 'Mexico  City, Mexico', 'Tokyo, Japan', 'Budapest, Hungary']"
@guilhermeffntes,"['New York City, NY,  United States', 'Mexico City,  Mexico', 'Moscow,  Russia']","['Bangkok, Thailand', 'Medellín, Colombia', 'Lisbon, Portugal', 'Barcelona, Spain', 'Tokyo, Japan', 'Budapest, Hungary', 'Berlin, Germany', 'Prague, Czechia']"
@bytedude,"['Cancun,  Mexico', 'Warsaw,  Poland']","['Bangkok, Thailand', 'Lisbon, Portugal', 'Barcelona, Spain', 'Mexico  City, Mexico', 'Kraków, Poland', 'Athens, Greece', 'Budapest, Hungary', 'Berlin, Germany']"
@kristianmichail,"['Athens,  Greece', 'Ubud, Bali,  Indonesia', 'Barcelona,  Spain', 'Tel Aviv,  Israel', 'Istanbul,  Turkey', 'Rome,  Italy', 'Miami, FL,  United States', 'New York City, NY,  United States', 'Chicago, IL,  United States', 'New Orleans, LA,  United States', 'Austin, TX,  United States', 'Las Vegas, NV,  United States', 'Los Angeles, CA,  United States', 'Manila,  Philippines', 'Sihanoukville,  Cambodia', 'Havana,  Cuba']","['Chiang  Mai, Thailand', 'Medellín, Colombia', 'Lisbon, Portugal', 'Canggu, Indonesia', 'Penang, Malaysia', 'Budapest, Hungary', 'Prague, Czechia', 'Munich, Germany']"
@louisveyret,"['Lisbon,  Portugal']","['Bangkok, Thailand', 'Barcelona, Spain', 'Budapest, Hungary', 'Berlin, Germany', 'Prague, Czechia', 'Amsterdam, Netherlands', 'Madrid, Spain', 'Porto, Portugal']"
@lukaspask,"['Cape Town,  South Africa']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Lisbon, Portugal', 'Kuala  Lumpur, Malaysia', 'Barcelona, Spain', 'Mexico  City, Mexico', 'Canggu, Indonesia', 'Budapest, Hungary']"
@yousef,"['Barcelona,  Spain', 'The Hague,  Netherlands']","['Bangkok, Thailand', 'Lisbon, Portugal', 'Hong  Kong, Hungary', 'Budapest, Germany', 'Berlin, Czechia', 'Prague, Netherlands', 'Amsterdam, Spain']"
